order_id,order_date,ship_date,customer_id,product_id,rep_id,channel,payment_method,quantity,unit_price,discount_pct,total_amount,cost_amount,profit
ORD-11917,2023-05-25,2023-06-07,CUST-5101,PRD-1000,REP-106,Wholesale,Cash,1,1282.46,0,1282.46,461.69,820.77
ORD-11918,2023-05-25,2023-06-07,CUST-5139,PRD-1053,REP-101,Wholesale,Cash,2,231.99,0.25,347.99,243.08,104.91
ORD-11919,2023-05-25,2023-06-05,CUST-5169,PRD-1006,REP-109,Wholesale,Credit Card,50,62.81,0,3140.5,1349.0,1791.5
ORD-11920,2023-05-25,2023-05-26,CUST-5060,PRD-1049,REP-109,Distributor,Credit Card,1,1942.45,0.1,1748.21,1348.67,399.54
ORD-11921,2023-05-25,2023-06-06,CUST-5084,PRD-1031,REP-108,Wholesale,Bank Transfer,1,1118.33,0,1118.33,697.67,420.66
ORD-11922,2023-05-25,2023-05-29,CUST-5168,PRD-1037,REP-106,Retail Store,PayPal,2,1314.32,0.2,2102.91,1336.02,766.89
ORD-11923,2023-05-25,2023-06-05,CUST-5024,PRD-1036,REP-105,Online,Credit Card,50,1753.97,0.1,78928.65,41733.0,37195.65
ORD-11924,2023-05-25,2023-06-07,CUST-5039,PRD-1015,REP-101,Wholesale,Bank Transfer,20,1616.19,0,32323.8,20748.4,11575.4
ORD-11925,2023-05-25,2023-06-07,CUST-5029,PRD-1057,REP-106,Distributor,Cash,1,1826.13,0.15,1552.21,1275.02,277.19
ORD-11926,2023-05-25,2023-05-27,CUST-5031,PRD-1061,REP-105,Wholesale,Bank Transfer,5,1559.47,0,7797.35,4383.2,3414.15
ORD-11927,2023-05-25,2023-06-04,CUST-5099,PRD-1024,REP-106,Online,Credit Card,5,1275.01,0.2,5100.04,3161.6,1938.44
ORD-11928,2023-05-25,2023-06-03,CUST-5041,PRD-1018,REP-108,Retail Store,Invoice,1,1660.52,0.15,1411.44,992.01,419.43
ORD-11929,2023-05-25,2023-06-07,CUST-5193,PRD-1044,REP-104,Distributor,Credit Card,2,190.91,0,381.82,140.84,240.98
ORD-11930,2023-05-25,2023-06-02,CUST-5131,PRD-1051,REP-101,Online,Bank Transfer,1,1366.6,0.1,1229.94,771.84,458.1
ORD-11931,2023-05-25,2023-05-29,CUST-5168,PRD-1063,REP-106,Online,Credit Card,2,48.76,0.1,87.77,70.38,17.39
ORD-11932,2023-05-25,2023-06-05,CUST-5115,PRD-1024,REP-101,Wholesale,PayPal,3,1275.01,0,3825.03,1896.96,1928.07
ORD-11933,2023-05-25,2023-06-08,CUST-5106,PRD-1000,REP-107,Online,Cash,10,1282.46,0,12824.6,4616.9,8207.7
ORD-11934,2023-05-25,2023-06-03,CUST-5133,PRD-1071,REP-100,Wholesale,Credit Card,3,537.46,0.05,1531.76,1127.01,404.75
ORD-11935,2023-05-25,2023-06-01,CUST-5159,PRD-1004,REP-107,Wholesale,Credit Card,1,849.62,0.05,807.14,307.49,499.65
ORD-11936,2023-05-25,2023-06-06,CUST-5027,PRD-1007,REP-108,Wholesale,Invoice,3,1303.27,0.25,2932.36,2220.69,711.67
ORD-11937,2023-05-25,2023-06-03,CUST-5039,PRD-1035,REP-106,Wholesale,Credit Card,10,429.86,0.25,3223.95,3125.8,98.15
ORD-11938,2023-05-26,2023-06-01,CUST-5078,PRD-1038,REP-105,Retail Store,Credit Card,1,1829.95,0.25,1372.46,976.35,396.11
ORD-11939,2023-05-26,2023-05-31,CUST-5035,PRD-1067,REP-102,Wholesale,PayPal,2,180.45,0,360.9,196.48,164.42
ORD-11940,2023-05-26,2023-05-27,CUST-5031,PRD-1023,REP-100,Wholesale,PayPal,3,210.99,0,632.97,291.93,341.04
ORD-11941,2023-05-26,2023-06-05,CUST-5194,PRD-1070,REP-101,Wholesale,Cash,5,955.81,0.05,4540.1,2723.7,1816.4
ORD-11942,2023-05-26,2023-05-27,CUST-5168,PRD-1038,REP-101,Wholesale,Invoice,10,1829.95,0.15,15554.57,9763.5,5791.07
ORD-11943,2023-05-26,2023-05-28,CUST-5023,PRD-1042,REP-109,Online,Credit Card,5,804.81,0,4024.05,1761.45,2262.6
ORD-11944,2023-05-26,2023-05-28,CUST-5122,PRD-1005,REP-107,Wholesale,Bank Transfer,5,445.09,0.05,2114.18,1228.75,885.43
ORD-11945,2023-05-26,2023-06-06,CUST-5151,PRD-1071,REP-104,Online,Credit Card,1,537.46,0,537.46,375.67,161.79
ORD-11946,2023-05-26,2023-06-09,CUST-5120,PRD-1027,REP-103,Retail Store,Invoice,1,1299.59,0.25,974.69,771.5,203.19
ORD-11947,2023-05-26,2023-06-09,CUST-5001,PRD-1066,REP-105,Retail Store,Invoice,3,1757.24,0.1,4744.55,3841.92,902.63
ORD-11948,2023-05-26,2023-06-02,CUST-5140,PRD-1030,REP-102,Retail Store,Cash,2,1979.15,0.1,3562.47,2398.72,1163.75
ORD-11949,2023-05-26,2023-06-05,CUST-5074,PRD-1044,REP-103,Wholesale,PayPal,2,190.91,0.05,362.73,140.84,221.89
ORD-11950,2023-05-26,2023-05-27,CUST-5063,PRD-1015,REP-109,Online,Invoice,1,1616.19,0.1,1454.57,1037.42,417.15
ORD-11951,2023-05-26,2023-06-09,CUST-5151,PRD-1024,REP-109,Online,Bank Transfer,3,1275.01,0.05,3633.78,1896.96,1736.82
ORD-11952,2023-05-26,2023-06-07,CUST-5033,PRD-1005,REP-101,Online,Invoice,50,445.09,0.1,20029.05,12287.5,7741.55
ORD-11953,2023-05-26,2023-06-06,CUST-5034,PRD-1027,REP-107,Retail Store,Credit Card,20,1299.59,0.05,24692.21,15430.0,9262.21
ORD-11954,2023-05-26,2023-05-29,CUST-5178,PRD-1001,REP-108,Retail Store,Credit Card,1,557.31,0,557.31,244.82,312.49
ORD-11955,2023-05-26,2023-05-31,CUST-5094,PRD-1041,REP-109,Distributor,Bank Transfer,2,1173.33,0.05,2229.33,1664.08,565.25
ORD-11956,2023-05-26,2023-06-06,CUST-5162,PRD-1018,REP-102,Retail Store,Invoice,2,1660.52,0,3321.04,1984.02,1337.02
ORD-11957,2023-05-26,2023-06-03,CUST-5125,PRD-1035,REP-107,Retail Store,Credit Card,1,429.86,0,429.86,312.58,117.28
ORD-11958,2023-05-27,2023-06-01,CUST-5191,PRD-1058,REP-109,Retail Store,PayPal,1,603.91,0,603.91,365.72,238.19
ORD-11959,2023-05-27,2023-06-09,CUST-5071,PRD-1022,REP-105,Online,Cash,5,168.79,0.05,801.75,373.95,427.8
ORD-11960,2023-05-27,2023-06-08,CUST-5116,PRD-1044,REP-105,Wholesale,Invoice,3,190.91,0.05,544.09,211.26,332.83
ORD-11961,2023-05-28,2023-05-29,CUST-5069,PRD-1020,REP-106,Retail Store,Invoice,1,1412.1,0.2,1129.68,520.12,609.56
ORD-11962,2023-05-28,2023-06-06,CUST-5098,PRD-1028,REP-104,Wholesale,Credit Card,1,350.57,0.1,315.51,224.94,90.57
ORD-11963,2023-05-28,2023-06-07,CUST-5069,PRD-1066,REP-106,Online,Bank Transfer,5,1757.24,0,8786.2,6403.2,2383.0
ORD-11964,2023-05-28,2023-06-06,CUST-5072,PRD-1032,REP-104,Retail Store,Invoice,5,1687.28,0.1,7592.76,5571.4,2021.36
ORD-11965,2023-05-28,2023-06-09,CUST-5135,PRD-1000,REP-103,Distributor,Cash,20,1282.46,0,25649.2,9233.8,16415.4
ORD-11966,2023-05-28,2023-06-02,CUST-5087,PRD-1000,REP-109,Distributor,PayPal,1,1282.46,0,1282.46,461.69,820.77
ORD-11967,2023-05-28,2023-06-07,CUST-5178,PRD-1034,REP-103,Wholesale,Credit Card,3,637.75,0.1,1721.92,874.53,847.39
ORD-11968,2023-05-28,2023-06-11,CUST-5097,PRD-1060,REP-102,Wholesale,PayPal,10,1527.4,0,15274.0,8641.3,6632.7
ORD-11969,2023-05-28,2023-06-06,CUST-5120,PRD-1030,REP-108,Online,Credit Card,2,1979.15,0.05,3760.39,2398.72,1361.67
ORD-11970,2023-05-28,2023-06-01,CUST-5026,PRD-1072,REP-104,Distributor,Invoice,1,852.04,0.15,724.23,370.4,353.83
ORD-11971,2023-05-29,2023-06-06,CUST-5189,PRD-1009,REP-102,Retail Store,Bank Transfer,3,1620.77,0.25,3646.73,1714.44,1932.29
ORD-11972,2023-05-29,2023-05-30,CUST-5188,PRD-1027,REP-104,Distributor,Credit Card,2,1299.59,0,2599.18,1543.0,1056.18
ORD-11973,2023-05-29,2023-06-08,CUST-5071,PRD-1057,REP-100,Online,Credit Card,1,1826.13,0.2,1460.9,1275.02,185.88
ORD-11974,2023-05-29,2023-06-07,CUST-5064,PRD-1068,REP-100,Retail Store,Credit Card,1,147.73,0.1,132.96,96.65,36.31
ORD-11975,2023-05-29,2023-06-07,CUST-5125,PRD-1027,REP-107,Retail Store,Cash,10,1299.59,0,12995.9,7715.0,5280.9
ORD-11976,2023-05-29,2023-06-11,CUST-5071,PRD-1000,REP-105,Distributor,Cash,3,1282.46,0.2,3077.9,1385.07,1692.83
ORD-11977,2023-05-29,2023-06-08,CUST-5178,PRD-1021,REP-103,Online,PayPal,5,463.52,0.25,1738.2,1079.45,658.75
ORD-11978,2023-05-29,2023-06-01,CUST-5049,PRD-1022,REP-102,Retail Store,Bank Transfer,1,168.79,0,168.79,74.79,94.0
ORD-11979,2023-05-29,2023-06-02,CUST-5050,PRD-1016,REP-106,Retail Store,Credit Card,2,1077.09,0.1,1938.76,1592.46,346.3
ORD-11980,2023-05-29,2023-06-03,CUST-5030,PRD-1026,REP-108,Distributor,Bank Transfer,3,541.29,0.2,1299.1,1176.75,122.35
ORD-11981,2023-05-29,2023-06-04,CUST-5176,PRD-1008,REP-102,Online,Cash,2,448.68,0,897.36,525.58,371.78
ORD-11982,2023-05-29,2023-05-31,CUST-5044,PRD-1053,REP-100,Retail Store,Invoice,1,231.99,0,231.99,121.54,110.45
ORD-11983,2023-05-29,2023-06-10,CUST-5027,PRD-1055,REP-103,Wholesale,Invoice,3,1752.95,0,5258.85,2394.66,2864.19
ORD-11984,2023-05-29,2023-06-08,CUST-5040,PRD-1068,REP-104,Distributor,PayPal,20,147.73,0.05,2806.87,1933.0,873.87
ORD-11985,2023-05-29,2023-06-12,CUST-5080,PRD-1033,REP-101,Online,Bank Transfer,20,465.81,0.15,7918.77,3380.2,4538.57
ORD-11986,2023-05-29,2023-05-31,CUST-5103,PRD-1037,REP-109,Online,Bank Transfer,5,1314.32,0.05,6243.02,3340.05,2902.97
ORD-11987,2023-05-29,2023-06-09,CUST-5013,PRD-1029,REP-103,Retail Store,Credit Card,3,335.17,0,1005.51,504.54,500.97
ORD-11988,2023-05-29,2023-05-30,CUST-5132,PRD-1023,REP-103,Online,Bank Transfer,5,210.99,0,1054.95,486.55,568.4
ORD-11989,2023-05-29,2023-06-03,CUST-5137,PRD-1070,REP-102,Wholesale,PayPal,2,955.81,0.05,1816.04,1089.48,726.56
ORD-11990,2023-05-29,2023-06-12,CUST-5140,PRD-1017,REP-102,Retail Store,Bank Transfer,1,763.28,0.05,725.12,435.69,289.43
ORD-11991,2023-05-29,2023-06-10,CUST-5056,PRD-1011,REP-101,Online,PayPal,3,687.1,0,2061.3,849.66,1211.64
ORD-11992,2023-05-29,2023-05-30,CUST-5117,PRD-1021,REP-105,Online,Credit Card,50,463.52,0,23176.0,10794.5,12381.5
ORD-11993,2023-05-30,2023-06-12,CUST-5185,PRD-1003,REP-103,Online,Credit Card,2,1785.44,0.15,3035.25,1373.98,1661.27
ORD-11994,2023-05-30,2023-06-12,CUST-5176,PRD-1024,REP-107,Wholesale,Credit Card,20,1275.01,0,25500.2,12646.4,12853.8
ORD-11995,2023-05-30,2023-06-10,CUST-5161,PRD-1003,REP-103,Online,Cash,50,1785.44,0,89272.0,34349.5,54922.5
ORD-11996,2023-05-30,2023-06-13,CUST-5165,PRD-1037,REP-108,Retail Store,Cash,1,1314.32,0,1314.32,668.01,646.31
ORD-11997,2023-05-30,2023-06-12,CUST-5171,PRD-1073,REP-106,Online,Bank Transfer,1,1083.2,0.05,1029.04,695.38,333.66
ORD-11998,2023-05-31,2023-06-09,CUST-5195,PRD-1036,REP-103,Distributor,Invoice,2,1753.97,0.05,3332.54,1669.32,1663.22
ORD-11999,2023-05-31,2023-06-04,CUST-5006,PRD-1005,REP-101,Distributor,PayPal,1,445.09,0,445.09,245.75,199.34
ORD-12000,2023-05-31,2023-06-09,CUST-5162,PRD-1043,REP-102,Retail Store,Invoice,2,1995.1,0.05,3790.69,2209.82,1580.87
ORD-12001,2023-05-31,2023-06-05,CUST-5096,PRD-1072,REP-100,Retail Store,PayPal,1,852.04,0,852.04,370.4,481.64
ORD-12002,2023-05-31,2023-06-10,CUST-5094,PRD-1006,REP-109,Distributor,Credit Card,2,62.81,0,125.62,53.96,71.66
ORD-12003,2023-05-31,2023-06-07,CUST-5141,PRD-1005,REP-107,Distributor,Cash,1,445.09,0,445.09,245.75,199.34
ORD-12004,2023-05-31,2023-06-13,CUST-5090,PRD-1002,REP-103,Online,Credit Card,1,1475.58,0,1475.58,915.86,559.72
ORD-12005,2023-05-31,2023-06-12,CUST-5100,PRD-1032,REP-103,Online,PayPal,10,1687.28,0.2,13498.24,11142.8,2355.44
ORD-12006,2023-05-31,2023-06-04,CUST-5160,PRD-1033,REP-102,Retail Store,Invoice,2,465.81,0.05,885.04,338.02,547.02
ORD-12007,2023-05-31,2023-06-11,CUST-5183,PRD-1024,REP-104,Online,Bank Transfer,2,1275.01,0,2550.02,1264.64,1285.38
ORD-12008,2023-06-01,2023-06-12,CUST-5158,PRD-1037,REP-103,Wholesale,Invoice,2,1314.32,0.1,2365.78,1336.02,1029.76
ORD-12009,2023-06-01,2023-06-13,CUST-5076,PRD-1020,REP-102,Retail Store,PayPal,1,1412.1,0.05,1341.49,520.12,821.37
ORD-12010,2023-06-01,2023-06-14,CUST-5184,PRD-1067,REP-106,Wholesale,Credit Card,1,180.45,0,180.45,98.24,82.21
ORD-12011,2023-06-01,2023-06-08,CUST-5118,PRD-1005,REP-109,Retail Store,PayPal,1,445.09,0.25,333.82,245.75,88.07
ORD-12012,2023-06-01,2023-06-08,CUST-5192,PRD-1047,REP-108,Retail Store,PayPal,10,136.42,0,1364.2,685.7,678.5
ORD-12013,2023-06-01,2023-06-13,CUST-5087,PRD-1069,REP-104,Online,Credit Card,1,1534.01,0.25,1150.51,615.69,534.82
ORD-12014,2023-06-01,2023-06-06,CUST-5120,PRD-1048,REP-108,Online,Bank Transfer,2,1992.28,0,3984.56,2237.92,1746.64
ORD-12015,2023-06-01,2023-06-10,CUST-5187,PRD-1013,REP-109,Retail Store,PayPal,1,194.56,0.1,175.1,75.62,99.48
ORD-12016,2023-06-01,2023-06-12,CUST-5084,PRD-1017,REP-108,Wholesale,Credit Card,3,763.28,0.1,2060.86,1307.07,753.79
ORD-12017,2023-06-01,2023-06-05,CUST-5074,PRD-1007,REP-108,Wholesale,Bank Transfer,1,1303.27,0.2,1042.62,740.23,302.39
ORD-12018,2023-06-01,2023-06-13,CUST-5134,PRD-1032,REP-106,Retail Store,Bank Transfer,10,1687.28,0,16872.8,11142.8,5730.0
ORD-12019,2023-06-01,2023-06-09,CUST-5026,PRD-1011,REP-104,Online,Cash,5,687.1,0.05,3263.72,1416.1,1847.62
ORD-12020,2023-06-01,2023-06-05,CUST-5012,PRD-1025,REP-103,Distributor,Bank Transfer,3,746.66,0.1,2015.98,971.7,1044.28
ORD-12021,2023-06-01,2023-06-08,CUST-5034,PRD-1051,REP-107,Online,Credit Card,50,1366.6,0,68330.0,38592.0,29738.0
ORD-12022,2023-06-01,2023-06-08,CUST-5021,PRD-1064,REP-105,Online,Invoice,5,1758.66,0,8793.3,6002.9,2790.4
ORD-12023,2023-06-01,2023-06-15,CUST-5128,PRD-1052,REP-103,Online,Credit Card,1,540.98,0,540.98,328.04,212.94
ORD-12024,2023-06-01,2023-06-04,CUST-5150,PRD-1013,REP-105,Online,Bank Transfer,5,194.56,0,972.8,378.1,594.7
ORD-12025,2023-06-02,2023-06-12,CUST-5085,PRD-1060,REP-109,Online,Invoice,1,1527.4,0,1527.4,864.13,663.27
ORD-12026,2023-06-02,2023-06-05,CUST-5000,PRD-1027,REP-107,Online,Credit Card,2,1299.59,0.15,2209.3,1543.0,666.3
ORD-12027,2023-06-02,2023-06-12,CUST-5079,PRD-1009,REP-100,Wholesale,Credit Card,10,1620.77,0.1,14586.93,5714.8,8872.13
ORD-12028,2023-06-02,2023-06-08,CUST-5138,PRD-1037,REP-101,Online,Cash,1,1314.32,0.05,1248.6,668.01,580.59
ORD-12029,2023-06-02,2023-06-06,CUST-5035,PRD-1052,REP-102,Retail Store,Credit Card,1,540.98,0.1,486.88,328.04,158.84
ORD-12030,2023-06-02,2023-06-04,CUST-5061,PRD-1057,REP-108,Wholesale,Credit Card,2,1826.13,0.05,3469.65,2550.04,919.61
ORD-12031,2023-06-02,2023-06-14,CUST-5178,PRD-1037,REP-103,Online,PayPal,2,1314.32,0.05,2497.21,1336.02,1161.19
ORD-12032,2023-06-02,2023-06-09,CUST-5161,PRD-1002,REP-108,Distributor,Credit Card,1,1475.58,0.2,1180.46,915.86,264.6
ORD-12033,2023-06-02,2023-06-16,CUST-5132,PRD-1012,REP-103,Online,Credit Card,5,1914.85,0.05,9095.54,4640.05,4455.49
ORD-12034,2023-06-02,2023-06-12,CUST-5049,PRD-1007,REP-102,Online,Credit Card,2,1303.27,0,2606.54,1480.46,1126.08
ORD-12035,2023-06-02,2023-06-06,CUST-5098,PRD-1019,REP-109,Online,Bank Transfer,1,1724.8,0.2,1379.84,1002.01,377.83
ORD-12036,2023-06-02,2023-06-16,CUST-5196,PRD-1027,REP-108,Distributor,Cash,10,1299.59,0,12995.9,7715.0,5280.9
ORD-12037,2023-06-02,2023-06-16,CUST-5140,PRD-1023,REP-107,Distributor,Invoice,3,210.99,0.05,601.32,291.93,309.39
ORD-12038,2023-06-02,2023-06-16,CUST-5195,PRD-1071,REP-103,Wholesale,PayPal,3,537.46,0.25,1209.29,1127.01,82.28
ORD-12039,2023-06-02,2023-06-03,CUST-5191,PRD-1005,REP-104,Distributor,Bank Transfer,1,445.09,0.2,356.07,245.75,110.32
ORD-12040,2023-06-02,2023-06-11,CUST-5087,PRD-1038,REP-104,Retail Store,Invoice,2,1829.95,0.1,3293.91,1952.7,1341.21
ORD-12041,2023-06-02,2023-06-04,CUST-5011,PRD-1027,REP-100,Online,Credit Card,3,1299.59,0.1,3508.89,2314.5,1194.39
ORD-12042,2023-06-03,2023-06-13,CUST-5115,PRD-1002,REP-101,Online,PayPal,2,1475.58,0.25,2213.37,1831.72,381.65
ORD-12043,2023-06-03,2023-06-11,CUST-5073,PRD-1073,REP-103,Wholesale,Cash,20,1083.2,0.1,19497.6,13907.6,5590.0
ORD-12044,2023-06-03,2023-06-10,CUST-5042,PRD-1051,REP-106,Wholesale,Cash,5,1366.6,0.05,6491.35,3859.2,2632.15
ORD-12045,2023-06-03,2023-06-12,CUST-5164,PRD-1058,REP-103,Wholesale,Cash,10,603.91,0,6039.1,3657.2,2381.9
ORD-12046,2023-06-03,2023-06-08,CUST-5098,PRD-1072,REP-104,Online,Cash,1,852.04,0.05,809.44,370.4,439.04
ORD-12047,2023-06-03,2023-06-05,CUST-5079,PRD-1072,REP-100,Retail Store,Bank Transfer,20,852.04,0.2,13632.64,7408.0,6224.64
ORD-12048,2023-06-03,2023-06-04,CUST-5075,PRD-1018,REP-107,Distributor,Cash,2,1660.52,0.05,3154.99,1984.02,1170.97
ORD-12049,2023-06-03,2023-06-11,CUST-5179,PRD-1002,REP-109,Distributor,Credit Card,1,1475.58,0.1,1328.02,915.86,412.16
ORD-12050,2023-06-03,2023-06-15,CUST-5164,PRD-1056,REP-103,Retail Store,Cash,5,1006.17,0,5030.85,2120.3,2910.55
ORD-12051,2023-06-04,2023-06-13,CUST-5056,PRD-1041,REP-106,Retail Store,Cash,3,1173.33,0.2,2815.99,2496.12,319.87
ORD-12052,2023-06-04,2023-06-11,CUST-5193,PRD-1002,REP-109,Online,Bank Transfer,10,1475.58,0.2,11804.64,9158.6,2646.04
ORD-12053,2023-06-04,2023-06-18,CUST-5177,PRD-1072,REP-109,Retail Store,Invoice,2,852.04,0.05,1618.88,740.8,878.08
ORD-12054,2023-06-04,2023-06-17,CUST-5151,PRD-1045,REP-104,Distributor,Cash,2,228.2,0,456.4,274.28,182.12
ORD-12055,2023-06-04,2023-06-08,CUST-5096,PRD-1044,REP-105,Online,Cash,3,190.91,0.2,458.18,211.26,246.92
ORD-12056,2023-06-04,2023-06-07,CUST-5123,PRD-1054,REP-103,Retail Store,Cash,3,912.91,0.1,2464.86,2003.46,461.4
ORD-12057,2023-06-04,2023-06-09,CUST-5080,PRD-1073,REP-106,Retail Store,PayPal,50,1083.2,0.15,46036.0,34769.0,11267.0
ORD-12058,2023-06-04,2023-06-09,CUST-5102,PRD-1069,REP-104,Wholesale,Credit Card,1,1534.01,0.15,1303.91,615.69,688.22
ORD-12059,2023-06-04,2023-06-15,CUST-5007,PRD-1021,REP-109,Distributor,Cash,5,463.52,0,2317.6,1079.45,1238.15
ORD-12060,2023-06-04,2023-06-17,CUST-5100,PRD-1049,REP-103,Distributor,Cash,50,1942.45,0,97122.5,67433.5,29689.0
ORD-12061,2023-06-04,2023-06-10,CUST-5051,PRD-1009,REP-103,Online,Credit Card,3,1620.77,0.15,4132.96,1714.44,2418.52
ORD-12062,2023-06-04,2023-06-09,CUST-5016,PRD-1048,REP-101,Online,PayPal,3,1992.28,0,5976.84,3356.88,2619.96
ORD-12063,2023-06-04,2023-06-13,CUST-5013,PRD-1058,REP-108,Retail Store,Cash,5,603.91,0.15,2566.62,1828.6,738.02
ORD-12064,2023-06-04,2023-06-15,CUST-5113,PRD-1052,REP-101,Wholesale,PayPal,1,540.98,0,540.98,328.04,212.94
ORD-12065,2023-06-05,2023-06-06,CUST-5126,PRD-1056,REP-109,Distributor,Bank Transfer,3,1006.17,0,3018.51,1272.18,1746.33
ORD-12066,2023-06-05,2023-06-11,CUST-5185,PRD-1051,REP-108,Online,Cash,3,1366.6,0.05,3894.81,2315.52,1579.29
ORD-12067,2023-06-05,2023-06-08,CUST-5023,PRD-1062,REP-109,Online,PayPal,20,11.14,0.2,178.24,106.8,71.44
ORD-12068,2023-06-05,2023-06-09,CUST-5005,PRD-1050,REP-105,Distributor,Bank Transfer,1,32.85,0,32.85,20.97,11.88
ORD-12069,2023-06-05,2023-06-09,CUST-5022,PRD-1016,REP-107,Wholesale,Invoice,2,1077.09,0.2,1723.34,1592.46,130.88
ORD-12070,2023-06-06,2023-06-09,CUST-5119,PRD-1069,REP-104,Online,Credit Card,2,1534.01,0,3068.02,1231.38,1836.64
ORD-12071,2023-06-06,2023-06-13,CUST-5154,PRD-1020,REP-100,Retail Store,Cash,2,1412.1,0,2824.2,1040.24,1783.96
ORD-12072,2023-06-06,2023-06-12,CUST-5171,PRD-1040,REP-101,Distributor,Credit Card,2,1127.12,0.05,2141.53,1025.9,1115.63
ORD-12073,2023-06-06,2023-06-11,CUST-5048,PRD-1027,REP-107,Wholesale,PayPal,1,1299.59,0.1,1169.63,771.5,398.13
ORD-12074,2023-06-06,2023-06-09,CUST-5151,PRD-1006,REP-104,Distributor,PayPal,10,62.81,0,628.1,269.8,358.3
ORD-12075,2023-06-06,2023-06-07,CUST-5130,PRD-1005,REP-104,Retail Store,Invoice,2,445.09,0,890.18,491.5,398.68
ORD-12076,2023-06-06,2023-06-09,CUST-5052,PRD-1032,REP-103,Distributor,Invoice,2,1687.28,0.05,3205.83,2228.56,977.27
ORD-12077,2023-06-06,2023-06-20,CUST-5170,PRD-1065,REP-103,Retail Store,Credit Card,10,621.95,0,6219.5,2320.9,3898.6
ORD-12078,2023-06-07,2023-06-16,CUST-5150,PRD-1068,REP-100,Distributor,Bank Transfer,1,147.73,0,147.73,96.65,51.08
ORD-12079,2023-06-07,2023-06-19,CUST-5146,PRD-1069,REP-108,Distributor,Bank Transfer,5,1534.01,0.05,7286.55,3078.45,4208.1
ORD-12080,2023-06-07,2023-06-09,CUST-5194,PRD-1054,REP-101,Retail Store,Cash,10,912.91,0.05,8672.65,6678.2,1994.45
ORD-12081,2023-06-07,2023-06-20,CUST-5174,PRD-1040,REP-108,Distributor,Credit Card,1,1127.12,0,1127.12,512.95,614.17
ORD-12082,2023-06-07,2023-06-09,CUST-5126,PRD-1069,REP-109,Distributor,Invoice,2,1534.01,0.2,2454.42,1231.38,1223.04
ORD-12083,2023-06-07,2023-06-14,CUST-5179,PRD-1007,REP-109,Retail Store,Credit Card,10,1303.27,0.05,12381.07,7402.3,4978.77
ORD-12084,2023-06-07,2023-06-21,CUST-5093,PRD-1000,REP-106,Retail Store,Bank Transfer,2,1282.46,0,2564.92,923.38,1641.54
ORD-12085,2023-06-07,2023-06-14,CUST-5057,PRD-1044,REP-107,Wholesale,Credit Card,3,190.91,0,572.73,211.26,361.47
ORD-12086,2023-06-07,2023-06-14,CUST-5198,PRD-1042,REP-107,Retail Store,Credit Card,20,804.81,0.1,14486.58,7045.8,7440.78
ORD-12087,2023-06-07,2023-06-17,CUST-5133,PRD-1022,REP-100,Distributor,Invoice,50,168.79,0,8439.5,3739.5,4700.0
ORD-12088,2023-06-07,2023-06-16,CUST-5193,PRD-1005,REP-109,Wholesale,Cash,1,445.09,0.1,400.58,245.75,154.83
ORD-12089,2023-06-07,2023-06-13,CUST-5004,PRD-1020,REP-101,Online,Cash,10,1412.1,0,14121.0,5201.2,8919.8
ORD-12090,2023-06-07,2023-06-19,CUST-5177,PRD-1029,REP-109,Wholesale,Cash,50,335.17,0.05,15920.57,8409.0,7511.57
ORD-12091,2023-06-07,2023-06-19,CUST-5074,PRD-1016,REP-108,Online,Credit Card,10,1077.09,0,10770.9,7962.3,2808.6
ORD-12092,2023-06-07,2023-06-20,CUST-5072,PRD-1044,REP-109,Online,Invoice,3,190.91,0.05,544.09,211.26,332.83
ORD-12093,2023-06-07,2023-06-15,CUST-5023,PRD-1045,REP-104,Distributor,Invoice,1,228.2,0.05,216.79,137.14,79.65
ORD-12094,2023-06-07,2023-06-12,CUST-5050,PRD-1069,REP-101,Distributor,Credit Card,1,1534.01,0.1,1380.61,615.69,764.92
ORD-12095,2023-06-07,2023-06-14,CUST-5157,PRD-1008,REP-105,Retail Store,Cash,2,448.68,0.05,852.49,525.58,326.91
ORD-12096,2023-06-07,2023-06-21,CUST-5147,PRD-1055,REP-107,Retail Store,PayPal,5,1752.95,0,8764.75,3991.1,4773.65
ORD-12097,2023-06-07,2023-06-20,CUST-5132,PRD-1073,REP-103,Wholesale,Cash,2,1083.2,0.1,1949.76,1390.76,559.0
ORD-12098,2023-06-08,2023-06-09,CUST-5102,PRD-1023,REP-104,Wholesale,Invoice,2,210.99,0.1,379.78,194.62,185.16
ORD-12099,2023-06-08,2023-06-10,CUST-5097,PRD-1042,REP-107,Retail Store,PayPal,3,804.81,0,2414.43,1056.87,1357.56
ORD-12100,2023-06-08,2023-06-11,CUST-5138,PRD-1022,REP-106,Distributor,Invoice,10,168.79,0,1687.9,747.9,940.0
ORD-12101,2023-06-08,2023-06-18,CUST-5151,PRD-1050,REP-104,Wholesale,Bank Transfer,1,32.85,0.15,27.92,20.97,6.95
ORD-12102,2023-06-08,2023-06-22,CUST-5163,PRD-1031,REP-102,Wholesale,Invoice,3,1118.33,0.1,3019.49,2093.01,926.48
ORD-12103,2023-06-09,2023-06-11,CUST-5049,PRD-1069,REP-102,Wholesale,Bank Transfer,2,1534.01,0,3068.02,1231.38,1836.64
ORD-12104,2023-06-09,2023-06-16,CUST-5136,PRD-1043,REP-109,Retail Store,Cash,1,1995.1,0.2,1596.08,1104.91,491.17
